review,rating,date,bank,source
so disappointing :((,1,2025-08-20,CBE,Google Play
what nice app i never usedyet,4,2025-08-20,CBE,Google Play
Excellent,5,2025-08-20,CBE,Google Play
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,Google Play
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,Google Play
Send money for some account but don't reserved Ball,5,2025-08-20,CBE,Google Play
very good🙏🙏,5,2025-08-19,CBE,Google Play
I recognized thank you,5,2025-08-19,CBE,Google Play
Best feature!!,5,2025-08-19,CBE,Google Play
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play
good bank Ethiopian very nic,5,2025-08-18,CBE,Google Play
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play
change mobile banking CBE,5,2025-08-18,CBE,Google Play
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play
Adisi Deti,5,2025-08-17,CBE,Google Play
this app is the good apps,5,2025-08-17,CBE,Google Play
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,Google Play
congra ethio,5,2025-08-15,CBE,Google Play
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,Google Play
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,Google Play
this APK Best for most of people,5,2025-08-13,CBE,Google Play
good keep it up,5,2025-08-13,CBE,Google Play
very nice app,5,2025-08-12,CBE,Google Play
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,Google Play
cbe. noor,2,2025-08-12,CBE,Google Play
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,Google Play
this is so good,5,2025-08-11,CBE,Google Play
❤❤❤❤❤😂,5,2025-08-10,CBE,Google Play
Very interesting 🤔,5,2025-08-10,CBE,Google Play
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,Google Play
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,Google Play
very bad app,1,2025-08-09,CBE,Google Play
good 👍,5,2025-08-09,CBE,Google Play
it is the best transferring AP,5,2025-08-08,CBE,Google Play
it's good but add some more please,3,2025-08-08,CBE,Google Play
best servis app,4,2025-08-07,CBE,Google Play
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play
Good app,5,2025-08-07,CBE,Google Play
"the most disgusting app,",1,2025-08-07,CBE,Google Play
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play
best one,5,2025-08-05,CBE,Google Play
awesome,5,2025-08-05,CBE,Google Play
so good,5,2025-08-04,CBE,Google Play
worst experience,1,2025-08-04,CBE,Google Play
The 1st one is CBE,5,2025-08-04,CBE,Google Play
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,Google Play
CBE,5,2025-08-04,CBE,Google Play
Nise,5,2025-08-04,CBE,Google Play
commercial Bank 🏦,5,2025-08-04,CBE,Google Play
goood werk,5,2025-08-03,CBE,Google Play
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,Google Play
the best application for ours,5,2025-08-03,CBE,Google Play
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,CBE,Google Play
screenshot problem must be fixed!!,4,2025-08-02,CBE,Google Play
it's very nice app,5,2025-08-02,CBE,Google Play
Very easy to use,5,2025-08-02,CBE,Google Play
best and fast,5,2025-08-02,CBE,Google Play
The best one ever i've seen.,5,2025-08-01,CBE,Google Play
በጣም ጥሩ,5,2025-08-01,CBE,Google Play
👍👍👍,5,2025-08-01,CBE,Google Play
The sum is good.,5,2025-08-01,CBE,Google Play
thank you,5,2025-07-30,CBE,Google Play
it is good,5,2025-07-30,CBE,Google Play
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,Google Play
how updated this app,5,2025-07-30,CBE,Google Play
yase,5,2025-07-30,CBE,Google Play
"ok ,",5,2025-07-29,CBE,Google Play
Time is Gold,5,2025-07-28,CBE,Google Play
this app is so amazing a use it every time when I make payments,5,2025-07-27,CBE,Google Play
Mobeli.bank,5,2025-07-27,CBE,Google Play
thanks CBE,5,2025-07-25,CBE,Google Play
"I am using this service from abroad, which i have active account in Ethiopia. Anytime I want support family, I easily sent funds to my CBE bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. They can easily send money from their abroad bank account to their CEB, Awash,Oromia bank whatever. 2nd, They don't need family to withdraw money for them to use it. They have privacy.",5,2025-07-25,CBE,Google Play
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,CBE,Google Play
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,CBE,Google Play
commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,5,2025-07-25,CBE,Google Play
Great,5,2025-07-24,CBE,Google Play
there is many thing u have to fix.,1,2025-07-24,CBE,Google Play
Excellent App,4,2025-07-24,CBE,Google Play
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,Google Play
በጣምጥሩ,4,2025-07-21,CBE,Google Play
"good job, but we need to see more transaction history.",4,2025-07-21,CBE,Google Play
full of restrictions,1,2025-07-20,CBE,Google Play
The best one,5,2025-07-20,CBE,Google Play
nice apps,5,2025-07-20,CBE,Google Play
why i cant screen shoot ?,1,2025-07-20,CBE,Google Play
Really excellent,5,2025-07-19,CBE,Google Play
nice apk,5,2025-07-19,CBE,Google Play
it is good up to now but it needs update today,5,2025-07-18,CBE,Google Play
አውርድ,5,2025-07-18,CBE,Google Play
okay,5,2025-07-18,CBE,Google Play
very aazing,5,2025-07-18,CBE,Google Play
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,CBE,Google Play
simple to use and amazing,5,2025-07-17,CBE,Google Play
Best app ever,5,2025-07-17,CBE,Google Play
this app good,4,2025-07-17,CBE,Google Play
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-17,CBE,Google Play
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).",1,2025-07-16,CBE,Google Play
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16,CBE,Google Play
chala bodena,2,2025-07-15,CBE,Google Play
ebc app not work or unable to connect server,1,2025-07-15,CBE,Google Play
i love this app,5,2025-07-14,CBE,Google Play
"excellent application, user friendly...nice one",5,2025-07-14,CBE,Google Play
Okay 👍,5,2025-07-13,CBE,Google Play
why can't I transfer money to telebirr?,4,2025-07-12,CBE,Google Play
CBE Mobile Banking make us our life easier.,5,2025-07-12,CBE,Google Play
"I can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,CBE,Google Play
"it's a nice app""and buy to pay then simple for money transaction 10Q CBE.",5,2025-07-11,CBE,Google Play
"amzing app, so 10Q",5,2025-07-11,CBE,Google Play
"The CBE MB app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and USSD.",2,2025-07-11,CBE,Google Play
It is user friendly.,4,2025-07-11,CBE,Google Play
Application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10,CBE,Google Play
option app mobile banking,5,2025-07-09,CBE,Google Play
very poor and even not sho the balance and transaction history,1,2025-07-07,CBE,Google Play
እሽ,5,2025-07-07,CBE,Google Play
this is very good app but what is bucket override i don't get,4,2025-07-06,CBE,Google Play
The best of mobile banking in Ethiopia 🇪🇹,5,2025-07-06,CBE,Google Play
"it's just a basic app, you could do a lot better I couldn't see my 2 months statement even",1,2025-07-06,CBE,Google Play
don't work,1,2025-07-05,CBE,Google Play
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05,CBE,Google Play
nice !,4,2025-07-05,CBE,Google Play
Samsung s05 have no government utility payment options Please fix on the next update,1,2025-07-05,CBE,Google Play
v.good,5,2025-07-04,CBE,Google Play
"It is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",4,2025-07-04,CBE,Google Play
it's good app.,5,2025-07-03,CBE,Google Play
It is fast and best service. Go a head!,5,2025-07-02,CBE,Google Play
"This app is not reliable for transferring money to other banks or money transfer apps. It will take your money but not deliver it, and for confirmation, it takes three days to refund.",2,2025-07-02,CBE,Google Play
it is best app,5,2025-07-02,CBE,Google Play
"The worst Bank, system and app ever in Ethiopia.",1,2025-07-02,CBE,Google Play
please update the security policy. we can't take a SCREENSHOTS!,3,2025-07-02,CBE,Google Play
very very good,4,2025-07-01,CBE,Google Play
"It's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch.",3,2025-07-01,CBE,Google Play
its very nice app,5,2025-07-01,CBE,Google Play
fast and easy to use,3,2025-07-01,CBE,Google Play
I really like this application it's easy to use and reliable,5,2025-07-01,CBE,Google Play
best application but is not available strong security .,5,2025-07-01,CBE,Google Play
very good thanks for services,1,2025-06-30,CBE,Google Play
Good!,5,2025-06-29,CBE,Google Play
I like this app bcz of this is very simple and easy to use,5,2025-06-29,CBE,Google Play
this application not working properly and payment service and transfer money please fix dear bank developer it's more boring service now,3,2025-06-29,CBE,Google Play
for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg,1,2025-06-29,CBE,Google Play
"trasaction history needs to be more detailed,",3,2025-06-28,CBE,Google Play
safe secure fast,5,2025-06-28,CBE,Google Play
like,5,2025-06-28,CBE,Google Play
atashkabte,1,2025-06-28,CBE,Google Play
best mobile banking app,5,2025-06-26,CBE,Google Play
this app has a problem,1,2025-06-26,CBE,Google Play
